uniqueId,date,tag,sub_type,type,rating,cost,predicted_ctr
140525179604560,2024-07-26,InApp,E-commerce,Native,PG-13,15,18.16
140525188525200,2024-08-01,InApp,E-commerce,Native,PG-13,13,17.5
140525188525392,2024-04-19,InApp,Finance,Native,PG-13,10,17.38
140525188525456,2024-05-19,InApp,Games,Native,PG-13,5,18.63
140525188525648,2024-08-11,InApp,Games,Native,PG-17,7,18.51
140525188516432,,InApp,Games,Native,PG-17,6,21.93
140525188517584,2024-02-25,InApp,Games,Native,PG-17,7,12.83
140525188517648,2024-03-12,InApp,Games,Native,PG-13,6,20.98
140525188525264,2024-05-06,InApp,Games,Native,PG-13,7,19.31
140525188525520,2024-10-01,InApp,Finance,Native,PG-13,10,19.83
140525211628432,2024-06-27,InApp,Finance,Native,PG-13,11,24.08
140525211620496,2024-03-28,InApp,Games,Native,PG-13,5,15.05
140525558163344,2024-11-23,InApp,E-commerce,Native,PG-13,15,20.29
140525238858128,2024-04-24,InApp,Finance,Native,PG-13,9,18.89
140525238858448,2024-05-17,InApp,Games,Native,PG-17,7,11.56
140525202980112,2024-07-16,InApp,Games,Native,PG-17,6,14.47
140525202975504,2024-12-11,InApp,Finance,Native,PG-13,10,15.31
140525202975440,2024-05-04,InApp,Games,Native,PG-17,7,18.44
140525202976144,2024-06-04,InApp,Games,Native,PG-17,6,13.01
140525185121936,2024-07-17,InApp,Games,Native,PG-13,,
140525185120976,2024-05-10,InApp,Games,Native,PG-17,7,18.27
140525185121168,2024-06-21,InApp,Games,Native,PG-13,7,12.87
140526257202320,2024-05-08,InApp,Finance,Native,PG-13,11,19.54
140526256043664,2024-09-24,InApp,E-commerce,Native,PG-17,15,11.55
140525494901648,2024-06-27,InApp,Games,Native,PG-13,7,21.47
140525239272080,2024-04-29,InApp,Finance,Native,PG-13,9,19.76
140526253342224,2024-08-22,InApp,Games,Native,PG-17,6,19.6
140526253330448,2024-07-15,InApp,Finance,Native,PG-17,10,15.83
140526253333008,2024-07-09,InApp,Games,Native,PG-17,,
140526233849552,2024-04-26,InApp,Finance,Native,PG-13,11,17.33
140526233850256,2024-12-31,InApp,Games,Native,PG-13,4,21.87
140526233851664,2024-12-19,InApp,Finance,Native,PG-17,10,17.12
140526233850640,2024-12-19,InApp,Games,Native,PG-13,6,20.36
140525239516368,2024-10-23,InApp,Finance,Native,PG-13,11,16.65
140525239511248,2024-06-08,InApp,Games,Native,PG-17,6,15.11
140525239516176,2024-04-27,InApp,Finance,Native,PG-13,10,10.78
140525239514832,2024-08-20,InApp,E-commerce,Native,PG-13,,
140525239511376,2024-01-24,InApp,Games,Native,,7,14.52
140525239506320,2024-06-09,InApp,E-commerce,Native,PG-13,15,12.57
140525239506704,2024-07-03,InApp,Games,Native,PG-17,7,12.82
140525239503760,2024-07-21,InApp,Games,Native,PG-17,7,14.41
140525239510928,2024-04-18,InApp,Games,Native,PG-13,7,17.97
140525239516112,2024-05-11,InApp,Games,Native,PG-13,6,12.94
140525239506576,2024-07-27,InApp,Games,Native,PG-13,7,21.05
140525134510672,2024-03-01,InApp,Games,Native,PG-13,7,17.09
140525134496400,2024-07-22,InApp,Finance,Native,PG-17,11,12.46
140525134500752,2024-07-19,InApp,Finance,Native,PG-17,10,21.2
140525134502544,2024-06-02,InApp,Finance,Native,PG-17,9,17.15
140525134504784,2024-05-10,InApp,Games,Native,PG-13,6,13.65
140525134502992,,InApp,Games,Native,PG-13,5,15.53
140525134511696,2024-08-07,InApp,E-commerce,Native,PG-17,14,12.1
140525134510416,2024-08-28,InApp,Games,Native,PG-17,7,25.0
140525134501264,2024-06-01,InApp,Games,Native,PG-17,6,23.7
140525134504528,2024-08-06,InApp,Finance,Native,PG-17,11,18.17
140525134498448,2024-05-28,InApp,Games,Native,PG-17,6,23.28
140525134509648,2024-06-05,InApp,Games,Native,PG-13,6,13.17
140525134500240,2024-11-19,InApp,Finance,Native,PG-17,9,12.36
140525134505808,2024-08-17,InApp,Games,Native,PG-13,7,20.14
140525134502736,2024-05-22,InApp,Games,Native,PG-17,5,17.91
140525134497936,2024-07-24,InApp,Games,Native,PG-17,7,14.42
140525134495888,2024-01-17,InApp,E-commerce,Native,PG-13,15,16.86
140525134507088,2024-04-02,InApp,E-commerce,Native,PG-13,12,12.22
140525134509392,2024-06-27,InApp,Games,Native,PG-13,7,18.18
140525134508112,2024-07-15,InApp,Games,Native,PG-13,7,15.81
140525134505552,2024-07-08,InApp,Finance,Native,,10,18.03
140525134497424,2024-08-15,InApp,Finance,Native,PG-17,11,21.14
140525134496656,2024-03-25,InApp,Games,Native,PG-17,6,18.75
140525134506576,2024-07-22,InApp,E-commerce,Native,PG-17,14,15.69
140525134505296,2024-04-18,InApp,Finance,Native,PG-13,11,19.09
140525134506832,2024-12-02,InApp,Finance,Native,PG-17,9,19.88
140525134506064,2024-07-21,InApp,Finance,Native,PG-13,10,12.41
140525134509904,2024-09-20,InApp,Finance,Native,PG-13,10,16.79
140525134500496,2024-09-11,InApp,Finance,Native,PG-17,9,11.4
140525134498960,2024-02-13,InApp,Finance,Native,PG-13,11,17.5
140525134498704,2024-12-31,InApp,Games,Native,PG-17,5,18.61
140525134496912,2024-07-23,InApp,Finance,Native,PG-13,11,21.88
140525134499472,2024-07-03,InApp,Finance,Native,PG-13,,
140525134497680,2024-10-30,InApp,Finance,Native,PG-13,11,16.86
140525134503248,2024-05-09,InApp,Games,Native,PG-17,,
140525134503760,2024-09-11,InApp,Finance,Native,PG-13,9,11.85
140525134503504,2024-09-12,InApp,Games,Native,PG-17,7,13.6
140525134511952,2024-11-26,InApp,Finance,Native,PG-17,10,18.69
140525134504016,2024-02-09,InApp,Games,Native,PG-17,6,15.05
140525134508880,2024-07-15,InApp,Finance,Native,PG-13,9,21.8
140525134511440,2024-05-14,InApp,Games,Native,PG-13,6,18.19
140525134507344,2024-09-26,InApp,Finance,Native,PG-13,10,24.89
140525134510928,2024-10-07,InApp,Games,Native,PG-13,6,21.37
140525134496144,2024-06-22,InApp,Finance,Native,PG-17,10,12.33
140525134502288,2024-04-18,InApp,Finance,Native,PG-17,10,24.49
140525134499216,2024-07-18,InApp,Finance,Native,PG-13,,
140525134501008,2024-03-31,InApp,Finance,Native,PG-13,11,22.93
140525134501520,2024-05-04,InApp,Finance,Native,PG-17,,
140525134498192,2024-06-29,InApp,Games,Native,PG-13,6,15.61
140525134507856,2024-02-25,InApp,Finance,Native,PG-13,11,17.7
140525134499984,2024-10-05,InApp,E-commerce,Native,PG-13,14,11.74
140525134499728,2024-09-24,InApp,Finance,Native,PG-13,9,13.08
140525134511184,2024-05-09,InApp,E-commerce,Native,PG-17,14,22.04
140525134501776,2024-04-05,InApp,Games,Native,,5,18.64
140525134505040,2024-05-18,InApp,Games,Native,PG-13,6,13.75
140525134508368,2024-06-02,InApp,Finance,Native,PG-13,11,13.46
140525134497168,,InApp,E-commerce,Native,PG-13,14,11.58
140525134502032,2024-04-08,InApp,Games,Native,PG-13,7,13.24
140525134507600,2024-05-28,InApp,Games,Native,PG-17,5,18.34
140525134504272,2024-09-11,InApp,Games,Native,PG-17,7,12.91
140525134506320,2024-03-21,InApp,Games,Native,PG-13,4,20.72
140525188295568,2024-09-07,InApp,Finance,Native,PG-13,,
140525188296720,2024-04-19,InApp,Games,Native,PG-13,5,19.68
140525188293968,2024-08-26,InApp,Finance,Native,PG-13,9,17.8
140525188292816,2024-05-17,InApp,E-commerce,Native,PG-13,14,13.47
140525188296592,2024-10-08,InApp,Finance,Native,PG-17,10,18.91
140525188296912,2024-10-29,InApp,Finance,Native,PG-13,11,18.13
140525188294032,2024-06-19,InApp,Games,Native,PG-17,6,17.1
140525188292752,2024-07-08,InApp,Games,Native,PG-13,6,18.69
140525188297168,2024-12-15,InApp,E-commerce,Native,PG-17,14,19.61
140525188296656,2024-12-25,InApp,Finance,Native,PG-13,10,13.81
140525188296784,2024-08-03,InApp,Finance,Native,PG-17,,
140525188295888,2024-07-31,InApp,Games,Native,PG-17,7,12.93
140525962300752,2024-07-30,InApp,Games,Native,PG-13,6,16.69
140525962304208,2024-09-25,InApp,Finance,Native,PG-17,10,24.77
140525962302224,2024-06-17,InApp,Games,Native,PG-17,7,18.81
140525962300112,,InApp,Games,Native,PG-17,7,10.73
140525962303056,2024-06-09,InApp,Games,Native,PG-13,4,11.03
140525962300304,2024-05-24,InApp,Finance,Native,PG-17,10,12.74
140525962309072,2024-07-20,InApp,Games,Native,PG-13,6,12.68
140525962307472,2024-08-01,InApp,Games,Native,PG-13,6,20.79
140525962309904,2024-02-07,InApp,E-commerce,Native,PG-13,15,24.03
140525962307664,2024-11-16,InApp,Finance,Native,PG-13,11,13.3
140525962313232,2024-06-19,InApp,Games,Native,PG-13,4,18.53
140525962306128,2024-07-01,InApp,Games,Native,PG-17,5,17.32
140525962302672,2024-08-25,InApp,Finance,Native,PG-13,10,19.37
140525962313680,2024-06-16,InApp,Finance,Native,PG-13,10,24.91
140525962298960,2024-04-25,InApp,Games,Native,PG-17,6,14.74
140525962298064,2024-10-02,InApp,Finance,Native,PG-13,11,16.9
140525962310288,2024-01-04,InApp,Finance,Native,R,9,24.47
140525962297552,2024-04-28,InApp,Games,Native,PG-13,5,19.27
140525962312336,2024-09-09,InApp,Games,Native,PG-13,7,17.18
140525962308304,2024-03-28,InApp,Finance,Native,PG-17,11,17.88
140525962298896,2024-06-04,InApp,Games,Native,PG-13,6,10.36
140525962305936,2024-05-11,InApp,Finance,Native,,11,16.42
140525962312720,2024-07-05,InApp,Finance,Native,PG-13,11,19.3
140525962309776,2024-09-27,InApp,Finance,Native,R,10,19.45
140525962302608,2024-07-01,InApp,Games,Native,PG-13,7,13.61
140525962301776,2024-01-21,InApp,Finance,Native,PG-13,,
140525962303376,2024-07-07,InApp,Finance,Native,PG-17,10,21.72
140526259974160,2024-08-20,InApp,Finance,Native,PG-13,11,23.28
140525194580368,2024-06-27,InApp,Games,Native,PG-13,6,19.99
140525194580304,2024-08-30,InApp,Finance,Native,PG-13,8,16.22
140526253127184,2024-04-15,InApp,Finance,Native,PG-13,,
140526253121680,2024-04-18,InApp,Finance,Native,PG-17,11,18.22
140526253126672,2024-07-05,InApp,Finance,Native,PG-13,9,20.11
140526253116048,2024-09-20,InApp,Finance,Native,PG-17,11,18.59
140526253119696,2024-08-01,InApp,E-commerce,Native,PG-13,15,19.74
140526253129680,2024-04-20,InApp,Games,Native,PG-13,5,13.34
140526253119504,2024-05-04,InApp,Games,Native,PG-17,7,11.85
140525139190352,,InApp,Games,Native,PG-17,,
140525139188304,2024-10-28,InApp,Finance,Native,PG-13,11,18.91
140525139190864,2024-02-22,InApp,Finance,Native,PG-17,10,16.99
140525139183504,2024-09-02,InApp,Games,Native,PG-13,5,12.33
140525139193168,,InApp,Finance,Native,PG-13,9,17.56
140525139187792,2024-01-25,InApp,E-commerce,Native,,14,12.93
140525139195984,2024-02-26,InApp,Finance,Native,PG-17,10,21.03
140525139183760,,InApp,Games,Native,PG-17,6,15.83
140525139196944,2024-03-11,InApp,Games,Native,PG-17,6,22.1
140525139186768,2024-08-04,InApp,Finance,Native,PG-13,9,19.17
140525139194704,2024-04-29,InApp,Games,Native,PG-17,6,18.75
140525139194960,2024-04-04,InApp,Games,Native,PG-13,6,16.12
140525139195216,2024-08-03,InApp,Games,Native,,5,15.1
140525139182224,2024-08-24,InApp,Games,Native,,5,10.74
140525139193680,2024-06-08,InApp,Games,Native,PG-13,7,12.96
140525139194192,2024-04-24,InApp,Finance,Native,PG-17,11,10.78
140525139190096,2024-06-11,InApp,Finance,Native,PG-17,11,22.57
140525139184016,2024-08-12,InApp,Finance,Native,PG-17,10,21.31
140525139192912,2024-03-03,InApp,Finance,Native,PG-13,11,12.54
140525139197456,2024-07-19,InApp,Games,Native,PG-13,4,24.29
140525139184720,2024-06-06,InApp,Games,Native,PG-13,6,17.47
140525139186512,2024-06-13,InApp,E-commerce,Native,PG-13,14,11.93
140525139187536,2024-09-13,InApp,Games,Native,PG-17,7,18.0
140525139195472,2024-08-01,InApp,Games,Native,PG-17,7,19.29
140525139191888,2024-05-22,InApp,Games,Native,PG-13,3,14.89
140525139193424,2024-07-17,InApp,Finance,Native,PG-13,,
140525139192400,,InApp,Finance,Native,PG-13,9,10.42
140525139191376,2024-07-18,InApp,Games,Native,PG-13,,
140525139184464,2024-06-16,InApp,Games,Native,PG-17,6,14.52
140525139186000,2024-07-06,InApp,Finance,Native,PG-13,10,20.43
140525139188560,2024-09-04,InApp,Finance,Native,PG-13,11,16.47
140525139192144,2024-05-01,InApp,Finance,Native,PG-13,11,10.9
140525139196496,2024-09-11,InApp,Games,Native,PG-13,3,23.88
140525139188048,2024-07-16,InApp,Games,Native,PG-13,7,23.21
140525139181968,2024-10-29,InApp,Games,Native,PG-13,7,16.96
140525139197712,2024-09-04,InApp,Finance,Native,PG-13,10,21.05
140525139184976,2024-04-30,InApp,Finance,Native,PG-13,10,18.57
140525139185232,2024-04-24,InApp,Games,Native,PG-13,6,16.48
140525139182992,2024-07-06,InApp,Games,Native,PG-13,7,14.77
140525139192656,2024-10-19,InApp,Finance,Native,PG-13,10,20.81
140525139197200,2024-11-09,InApp,Finance,Native,PG-13,,
140525139189584,2024-04-29,InApp,Games,Native,PG-17,6,21.31
140525139182736,2024-07-17,InApp,Games,Native,PG-13,,
140525139181712,2024-01-05,InApp,Games,Native,PG-17,6,9.13
140525139190608,2024-03-02,InApp,Games,Native,PG-17,7,23.12
140525139186256,2024-07-13,InApp,Games,Native,PG-17,6,15.04
140525139189072,2024-03-27,InApp,E-commerce,Native,PG-17,14,18.93
140525139189840,2024-07-16,InApp,Games,Native,PG-13,4,16.48
140525139188816,2024-06-16,InApp,Games,Native,PG-13,4,22.08
140525139195728,2024-09-29,InApp,Games,Native,PG-13,7,16.95
140525139191632,2024-12-03,InApp,Finance,Native,PG-13,,
140525139189328,2024-09-23,InApp,Finance,Native,PG-17,10,18.11
140525139182480,2024-10-29,InApp,Games,Native,PG-17,6,18.23
140525139187024,2024-04-08,InApp,Finance,Native,PG-17,10,14.91
140525139183248,2024-10-06,InApp,Finance,Native,PG-17,11,15.27
140525139191120,2024-03-17,InApp,Finance,Native,PG-17,9,16.76
140525139193936,2024-01-31,InApp,Finance,Native,PG-13,10,23.07
140525139194448,2024-09-15,InApp,Games,Native,PG-17,6,16.8
140525139185744,2024-11-02,InApp,Finance,Native,PG-13,11,18.74
140525139196240,2024-06-11,InApp,Finance,Native,PG-13,10,16.41
140525139184208,2024-12-14,InApp,Games,Native,PG-13,6,19.17
140525139187280,2024-03-15,InApp,Games,Native,PG-17,6,18.68
140525139185488,2024-12-25,InApp,Games,Native,PG-13,6,20.71
140525142401232,2024-09-28,InApp,Games,Native,PG-13,6,12.48
140525138060944,2024-03-26,InApp,Games,Native,PG-13,7,11.41
140525138054032,2024-07-19,InApp,Finance,Native,PG-13,10,17.65
140525138058640,2024-07-16,InApp,E-commerce,Native,PG-17,,
140525138061456,2024-08-27,InApp,Games,Native,PG-13,5,12.97
140525138054288,2024-09-27,InApp,E-commerce,Native,PG-17,15,16.1
140525138052240,2024-03-31,InApp,Finance,Native,PG-13,9,20.26
140525138060432,2024-07-27,InApp,Games,Native,PG-13,7,16.94
140525138053264,,InApp,Games,Native,PG-17,5,14.75
140525138059664,2024-08-12,InApp,Games,Native,PG-17,7,20.74
140525138052496,2024-03-21,InApp,Games,Native,PG-17,6,22.37
140525138064272,2024-11-02,InApp,Finance,Native,PG-17,11,18.89
140525138051472,2024-10-11,InApp,Games,Native,PG-13,5,18.3
140525138053520,2024-06-25,InApp,Finance,Native,PG-13,10,22.53
140525138062480,2024-09-14,InApp,Finance,Native,PG-13,10,18.62
140525138056592,2024-08-22,InApp,Finance,Native,PG-17,11,23.82
140525138065744,2024-09-04,InApp,Finance,Native,PG-17,11,19.31
140525138061200,2024-05-21,InApp,E-commerce,Native,PG-17,15,20.04
140525138066768,2024-09-25,InApp,Finance,Native,PG-13,10,17.86
140525138063248,2024-05-31,InApp,Games,Native,PG-13,7,17.28
140525138059408,2024-01-27,InApp,Games,Native,PG-13,6,13.62
140525138057104,2024-01-06,InApp,Games,Native,PG-17,5,14.28
140525138055824,2024-10-30,InApp,Finance,Native,PG-13,9,14.97
140525138056848,2024-08-28,InApp,Finance,Native,PG-13,10,17.54
140525138059920,2024-07-27,InApp,Finance,Native,PG-13,9,23.96
140525138053776,2024-08-28,InApp,E-commerce,Native,PG-13,15,19.04
140525138067024,2024-06-24,InApp,Finance,Native,PG-13,10,15.79
140525138060688,2024-07-15,InApp,E-commerce,Native,PG-17,13,13.14
140525138065296,2024-10-28,InApp,E-commerce,Native,PG-17,15,12.93
140525138058128,2024-11-19,InApp,Finance,Native,PG-13,11,19.36
140525138057360,2024-03-25,InApp,Games,Native,PG-17,7,12.82
140525138060176,2024-03-16,InApp,E-commerce,Native,PG-13,13,20.14
140525138064016,,InApp,Finance,Native,,10,15.45
140525138051216,2024-05-05,InApp,Finance,Native,PG-13,10,12.32
140525138054544,2024-08-25,InApp,Games,Native,PG-17,5,19.67
140525138066512,2024-12-02,InApp,E-commerce,Native,PG-13,15,17.86
140525138057872,2024-04-25,InApp,Finance,Native,PG-13,9,9.92
140525138055056,2024-09-15,InApp,Finance,Native,PG-17,10,18.4
140525138066000,2024-06-23,InApp,Finance,Native,PG-17,11,17.24
140525138065552,2024-12-08,InApp,E-commerce,Native,PG-13,14,12.67
140525138056080,2024-11-13,InApp,Games,Native,,5,19.23
140525138063760,2024-03-14,InApp,Finance,Native,,10,16.07
140525138066256,2024-05-19,InApp,Games,Native,PG-13,5,18.19
140525138055568,2024-03-17,InApp,Games,Native,PG-17,7,16.95
140525138065040,2024-08-17,InApp,Finance,Native,PG-13,,
140525138058384,2024-05-19,InApp,Games,Native,R,4,22.93
140525138061712,2024-08-06,InApp,Finance,Native,PG-13,9,17.33
140525138056336,2024-07-14,InApp,Games,Native,PG-13,5,13.79
140525138061968,2024-05-23,InApp,Games,Native,PG-13,7,15.18
140525138053008,2024-04-16,InApp,Games,Native,PG-13,4,10.54
140525138067280,2024-11-20,InApp,Finance,Native,PG-13,10,22.31
140525138064784,2024-02-07,InApp,Finance,Native,R,9,10.96
140525138052752,2024-03-30,InApp,E-commerce,Native,PG-13,14,9.25
140525138059152,2024-10-06,InApp,Finance,Native,PG-17,,
140525138051984,2024-02-03,InApp,Games,Native,PG-13,7,13.7
140525138055312,2024-06-29,InApp,Games,Native,PG-17,6,24.62
140525138057616,,InApp,Games,Native,PG-17,7,13.78
140525138064528,2024-04-17,InApp,Finance,Native,PG-17,11,19.74
140525138058896,2024-07-06,InApp,Games,Native,PG-17,6,13.47
140525138051728,2024-07-09,InApp,Games,Native,PG-13,5,19.41
140525138062736,2024-08-22,InApp,Games,Native,PG-17,6,14.26
140525138062992,2024-03-14,InApp,Games,Native,PG-13,,
140525138054800,2024-12-12,InApp,Finance,Native,PG-13,8,19.38
140525138062224,2024-08-12,InApp,Games,Native,PG-13,7,16.73
140525138063504,2024-02-19,InApp,Games,Native,PG-17,6,15.42
140525142578768,2024-01-25,InApp,Finance,Native,PG-17,11,18.24
140525142581264,2024-06-13,InApp,Games,Native,PG-13,7,11.22
140525142586384,2024-06-05,InApp,Finance,Native,PG-17,10,15.65
140525142577488,2024-06-01,InApp,Games,Native,,7,23.75
140525142578256,,InApp,Games,Native,PG-13,6,20.45
140525142576528,2024-09-12,InApp,Games,Native,PG-17,6,22.12
140525142580816,2024-02-20,InApp,Games,Native,PG-13,6,23.01
140525142574736,2024-10-14,InApp,Finance,Native,PG-17,10,16.25
140525142578512,2024-07-22,InApp,Finance,Native,R,,
140525142575504,2024-03-13,InApp,Games,Native,PG-17,6,16.26
140525142577232,2024-04-27,InApp,Finance,Native,PG-17,10,14.64
140525142579536,,InApp,Finance,Native,PG-13,9,19.39
140525142580560,,InApp,Finance,Native,PG-13,11,22.09
140525142585872,2024-08-11,InApp,Games,Native,PG-13,4,17.94
140525142573328,2024-07-20,InApp,Games,Native,PG-13,7,16.7
140525142589200,2024-02-11,InApp,Finance,Native,PG-13,9,13.06
140525142581008,2024-03-29,InApp,Games,Native,PG-13,7,18.09
140525142585360,2024-11-25,InApp,Finance,Native,PG-13,10,20.82
140525142576272,2024-07-28,InApp,Finance,Native,PG-13,8,14.3
140525142579024,2024-09-05,InApp,Finance,Native,PG-17,,
140525142573520,2024-11-21,InApp,Finance,Native,PG-13,9,14.98
140525142582288,2024-09-13,InApp,Games,Native,PG-13,6,23.54
140525142576784,2024-12-06,InApp,Games,Native,PG-13,6,15.95
140525142587152,2024-11-25,InApp,Finance,Native,PG-13,10,23.78
140525142587920,2024-06-19,InApp,Games,Native,PG-13,6,11.66
140525142582800,2024-03-28,InApp,Finance,Native,PG-17,11,16.62
140525142588176,2024-07-14,InApp,Games,Native,PG-13,7,14.06
140525142587664,2024-11-24,InApp,Finance,Native,PG-17,10,16.06
140525142581520,2024-04-04,InApp,Finance,Native,PG-13,10,17.2
140525142579280,2024-06-21,InApp,Finance,Native,PG-17,9,17.19
140525142584336,2024-12-09,InApp,Games,Native,PG-13,7,13.71
140525142585104,,InApp,Finance,Native,PG-17,11,10.44
140525142576016,2024-07-12,InApp,Games,Native,PG-13,6,17.93
140525142574288,2024-02-08,InApp,Games,Native,PG-17,,
140525142588432,2024-04-26,InApp,Games,Native,PG-17,6,19.99
140525142584080,2024-01-18,InApp,Finance,Native,PG-17,11,15.78
140525142580304,,InApp,Finance,Native,PG-17,10,21.05
140525142585616,2024-09-12,InApp,Finance,Native,PG-13,10,9.21
140525142583568,2024-08-14,InApp,Finance,Native,PG-13,11,13.71
140525142587408,2024-06-21,InApp,Games,Native,PG-17,6,20.68
140525142574992,2024-02-25,InApp,Games,Native,PG-17,6,11.75
140525142584592,2024-06-22,InApp,Finance,Native,R,,
